#mpa_vOct22_CHOCOPhlAnSGB_202403
clade_name	SRR5935751.metaphlan	SRR5935787.metaphlan	SRR5935800.metaphlan	SRR5935804.metaphlan	SRR5935835.metaphlan	SRR5935858.metaphlan	SRR5935888.metaphlan	SRR5935907.metaphlan	SRR5935908.metaphlan	SRR5935932.metaphlan	SRR5935933.metaphlan	SRR5935943.metaphlan	SRR5935974.metaphlan	SRR5935978.metaphlan	SRR5935988.metaphlan	SRR5935996.metaphlan	SRR5936002.metaphlan	SRR5936005.metaphlan	SRR5936018.metaphlan	SRR5936026.metaphlan	SRR5936030.metaphlan	SRR5936051.metaphlan	SRR5936063.metaphlan	SRR5936079.metaphlan	SRR5936082.metaphlan	SRR5936148.metaphlan	SRR5936163.metaphlan	SRR5936167.metaphlan	SRR5936179.metaphlan	SRR5936182.metaphlan	SRR5936186.metaphlan	SRR5936199.metaphlan	SRR5936216.metaphlan	SRR5936224.metaphlan	SRR5946615.metaphlan	SRR5946617.metaphlan	SRR5946627.metaphlan	SRR5946632.metaphlan	SRR5946646.metaphlan	SRR5946655.metaphlan	SRR5946657.metaphlan	SRR5946679.metaphlan	SRR5946691.metaphlan	SRR5946701.metaphlan	SRR5946711.metaphlan	SRR5946715.metaphlan	SRR5946731.metaphlan	SRR5946733.metaphlan	SRR5946737.metaphlan	SRR5946740.metaphlan	SRR5946747.metaphlan	SRR5946749.metaphlan	SRR5946750.metaphlan	SRR5946754.metaphlan	SRR5946756.metaphlan	SRR5946762.metaphlan	SRR5935754.metaphlan	SRR5946786.metaphlan	SRR5946794.metaphlan	SRR5935777.metaphlan	SRR5946801.metaphlan	SRR5935790.metaphlan	SRR5946821.metaphlan	SRR5935792.metaphlan	SRR5935799.metaphlan	SRR5946843.metaphlan	SRR5935826.metaphlan	SRR5946847.metaphlan	SRR5935830.metaphlan	SRR5935831.metaphlan	SRR5935837.metaphlan	SRR5946856.metaphlan	SRR5946865.metaphlan	SRR5946873.metaphlan	SRR5935863.metaphlan	SRR5946887.metaphlan	SRR5935884.metaphlan	SRR5935898.metaphlan	SRR5935899.metaphlan	SRR5946902.metaphlan	SRR5946903.metaphlan	SRR5935903.metaphlan	SRR5935909.metaphlan	SRR5935931.metaphlan	SRR5946927.metaphlan	SRR5935945.metaphlan	SRR5946943.metaphlan	SRR5935954.metaphlan	SRR5946948.metaphlan	SRR5946955.metaphlan	SRR5935980.metaphlan	SRR5946969.metaphlan	SRR5946973.metaphlan	SRR5936038.metaphlan	SRR5946985.metaphlan	SRR5946993.metaphlan	SRR5936053.metaphlan	SRR5936062.metaphlan	SRR5936064.metaphlan	SRR5936075.metaphlan	SRR5946999.metaphlan	SRR5936080.metaphlan	SRR5947007.metaphlan	SRR5947010.metaphlan	SRR5947019.metaphlan	SRR5936109.metaphlan	SRR5947022.metaphlan	SRR5947044.metaphlan	SRR5936157.metaphlan	SRR5947050.metaphlan	SRR5936166.metaphlan	SRR5936207.metaphlan	SRR5936222.metaphlan	SRR5947058.metaphlan	SRR5947064.metaphlan	SRR5936237.metaphlan	SRR5947082.metaphlan	SRR5947089.metaphlan	SRR5936239.metaphlan	SRR5946605.metaphlan	SRR5946607.metaphlan	SRR5946621.metaphlan	SRR5946630.metaphlan	SRR5946659.metaphlan	SRR5946660.metaphlan	SRR5946662.metaphlan	SRR5946664.metaphlan	SRR5946668.metaphlan	SRR5946674.metaphlan	SRR5946686.metaphlan	SRR5946694.metaphlan	SRR5946703.metaphlan	SRR5946706.metaphlan	SRR5946713.metaphlan	SRR5946716.metaphlan	SRR5946720.metaphlan	SRR5946723.metaphlan	SRR5946742.metaphlan	SRR5946760.metaphlan	SRR5946776.metaphlan	SRR5946782.metaphlan	SRR5946785.metaphlan	SRR5946791.metaphlan	SRR5946808.metaphlan	SRR5946814.metaphlan	SRR5946829.metaphlan	SRR5946862.metaphlan	SRR5946867.metaphlan	SRR5946868.metaphlan	SRR5946889.metaphlan	SRR5946891.metaphlan	SRR5946892.metaphlan	SRR5946905.metaphlan	SRR5946914.metaphlan	SRR5946921.metaphlan	SRR5946923.metaphlan	SRR5946933.metaphlan	SRR5946935.metaphlan	SRR5946942.metaphlan	SRR5935746.metaphlan	SRR5946944.metaphlan	SRR5946945.metaphlan	SRR5935750.metaphlan	SRR5946952.metaphlan	SRR5946961.metaphlan	SRR5946965.metaphlan	SRR5946968.metaphlan	SRR5935794.metaphlan	SRR5946978.metaphlan	SRR5946984.metaphlan	SRR5946989.metaphlan	SRR5935814.metaphlan	SRR5935832.metaphlan	SRR5947015.metaphlan	SRR5947017.metaphlan	SRR5935845.metaphlan	SRR5947021.metaphlan	SRR5935847.metaphlan	SRR5947023.metaphlan	SRR5947025.metaphlan	SRR5935869.metaphlan	SRR5947039.metaphlan	SRR5947046.metaphlan	SRR5935890.metaphlan	SRR5947056.metaphlan	SRR5947057.metaphlan	SRR5935894.metaphlan	SRR5935904.metaphlan	SRR5947070.metaphlan	SRR5947072.metaphlan	SRR5947073.metaphlan	SRR5935917.metaphlan	SRR5935923.metaphlan	SRR5947080.metaphlan	SRR5935926.metaphlan	SRR5947090.metaphlan	SRR5935944.metaphlan	SRR5935946.metaphlan	SRR5935967.metaphlan	SRR5935992.metaphlan	SRR5936009.metaphlan	SRR5936076.metaphlan	SRR5936087.metaphlan	SRR5936088.metaphlan	SRR5936092.metaphlan	SRR5950488.metaphlan	SRR5950499.metaphlan	SRR5950508.metaphlan	SRR5950516.metaphlan	SRR5950518.metaphlan	SRR5950520.metaphlan	SRR5950524.metaphlan	SRR5950538.metaphlan	SRR5950544.metaphlan	SRR5950548.metaphlan	SRR5950555.metaphlan	SRR5950559.metaphlan	SRR5950581.metaphlan	SRR5950584.metaphlan	SRR5950591.metaphlan	SRR5950600.metaphlan	SRR5950602.metaphlan	SRR5950609.metaphlan	SRR5950618.metaphlan	SRR5950633.metaphlan	SRR5950635.metaphlan	SRR5950640.metaphlan	SRR5950642.metaphlan	SRR5950648.metaphlan	SRR5950651.metaphlan	SRR5950664.metaphlan	SRR5950668.metaphlan	SRR5950669.metaphlan	SRR5950673.metaphlan	SRR5950691.metaphlan	SRR5950692.metaphlan	SRR5950693.metaphlan	SRR5950697.metaphlan	SRR5950698.metaphlan	SRR5950711.metaphlan	SRR5950720.metaphlan	SRR5950722.metaphlan	SRR5950727.metaphlan	SRR5950734.metaphlan	SRR5950736.metaphlan	SRR5950742.metaphlan	SRR5950746.metaphlan	SRR5950758.metaphlan	SRR5950770.metaphlan	SRR5950771.metaphlan	SRR5950778.metaphlan	SRR5950779.metaphlan	SRR5950783.metaphlan	SRR5950784.metaphlan	SRR5950785.metaphlan	SRR5950787.metaphlan	SRR5962887.metaphlan	SRR5962888.metaphlan	SRR5962894.metaphlan	SRR5962898.metaphlan	SRR5936119.metaphlan	SRR5936140.metaphlan	SRR5936153.metaphlan	SRR5936176.metaphlan	SRR5936219.metaphlan	SRR5946606.metaphlan	SRR5946628.metaphlan	SRR5946639.metaphlan	SRR5946645.metaphlan	SRR5946648.metaphlan	SRR5946650.metaphlan	SRR5946670.metaphlan	SRR5946671.metaphlan	SRR5946672.metaphlan	SRR5946685.metaphlan	SRR5946688.metaphlan	SRR5946693.metaphlan	SRR5950484.metaphlan	SRR5950489.metaphlan	SRR5946707.metaphlan	SRR5950506.metaphlan	SRR5950515.metaphlan	SRR5946714.metaphlan	SRR5950532.metaphlan	SRR5950533.metaphlan	SRR5950534.metaphlan	SRR5950539.metaphlan	SRR5946725.metaphlan	SRR5950541.metaphlan	SRR5950543.metaphlan	SRR5950551.metaphlan	SRR5950558.metaphlan	SRR5950561.metaphlan	SRR5950564.metaphlan	SRR5950569.metaphlan	SRR5950575.metaphlan	SRR5950587.metaphlan	SRR5950594.metaphlan	SRR5950595.metaphlan	SRR5950599.metaphlan	SRR5950605.metaphlan	SRR5950606.metaphlan	SRR5946774.metaphlan	SRR5950610.metaphlan	SRR5946780.metaphlan	SRR5950614.metaphlan	SRR5950619.metaphlan	SRR5950626.metaphlan	SRR5946790.metaphlan	SRR5950650.metaphlan	SRR5950658.metaphlan	SRR5950660.metaphlan	SRR5946817.metaphlan	SRR5950688.metaphlan	SRR5946825.metaphlan	SRR5950696.metaphlan	SRR5946833.metaphlan	SRR5950699.metaphlan	SRR5946834.metaphlan	SRR5946836.metaphlan	SRR5950716.metaphlan	SRR5950732.metaphlan	SRR5946844.metaphlan	SRR5950739.metaphlan	SRR5946848.metaphlan	SRR5950750.metaphlan	SRR5946854.metaphlan	SRR5950752.metaphlan	SRR5950760.metaphlan	SRR5946866.metaphlan	SRR5950769.metaphlan	SRR5946876.metaphlan	SRR5946881.metaphlan	SRR5962899.metaphlan	SRR5962900.metaphlan	SRR5946883.metaphlan	SRR5962901.metaphlan	SRR5962903.metaphlan	SRR5946907.metaphlan	SRR5946908.metaphlan	SRR5946910.metaphlan	SRR5946913.metaphlan	SRR5946924.metaphlan	SRR5946925.metaphlan	SRR5946929.metaphlan	SRR5946930.metaphlan	SRR5946938.metaphlan	SRR5946946.metaphlan	SRR5946958.metaphlan	SRR5946962.metaphlan	SRR5947011.metaphlan	SRR5947020.metaphlan	SRR5947037.metaphlan	SRR5947074.metaphlan	SRR5947086.metaphlan	SRR5947095.metaphlan	SRR5947102.metaphlan	SRR5950490.metaphlan	SRR5950491.metaphlan	SRR5950492.metaphlan	SRR5950501.metaphlan	SRR5950502.metaphlan	SRR5950503.metaphlan	SRR5950504.metaphlan	SRR5950507.metaphlan	SRR5950512.metaphlan	SRR5950514.metaphlan	SRR5950521.metaphlan	SRR5950545.metaphlan	SRR5950549.metaphlan	SRR5950553.metaphlan	SRR5950556.metaphlan	SRR5950563.metaphlan	SRR5950577.metaphlan	SRR5950585.metaphlan	SRR5950593.metaphlan	SRR5950596.metaphlan	SRR5950598.metaphlan	SRR5950601.metaphlan	SRR5950604.metaphlan	SRR5950612.metaphlan	SRR5950617.metaphlan	SRR5950623.metaphlan	SRR5950630.metaphlan	SRR5950632.metaphlan	SRR5950637.metaphlan	SRR5950645.metaphlan	SRR5950653.metaphlan	SRR5950655.metaphlan	SRR5950656.metaphlan	SRR5950662.metaphlan	SRR5950665.metaphlan	SRR5950683.metaphlan	SRR5950689.metaphlan	SRR5950694.metaphlan	SRR5950701.metaphlan	SRR5950703.metaphlan	SRR5950705.metaphlan	SRR5950706.metaphlan	SRR5950710.metaphlan	SRR5950721.metaphlan	SRR5950726.metaphlan	SRR5950735.metaphlan	SRR5950745.metaphlan	SRR5950747.metaphlan	SRR5950754.metaphlan	SRR5950755.metaphlan	SRR5950767.metaphlan	SRR5950773.metaphlan	SRR5950774.metaphlan	SRR5950780.metaphlan	SRR5950782.metaphlan	SRR5950789.metaphlan	SRR5950791.metaphlan	SRR5950792.metaphlan	SRR5962902.metaphlan
UNCLASSIFIED	6.112993	7.743039	24.259073	20.55207	5.482332	23.386115	21.167155	19.511055	14.68627	21.272773	15.77411	15.149914	16.44563	17.848013	18.873067	3.927564	19.100395	16.116114	15.889392	20.141366	18.673321	17.908815	17.326072	28.623979	8.606909	20.193293	16.998152	11.611246	20.059754	7.016008	24.797209	10.44448	18.577679	15.834608	15.080446	23.854426	16.36387	13.43488	19.530831	19.995303	18.855235	4.90832	8.259038	1.317118	17.182433	28.418337	17.917352	14.57932	7.502427	20.515864	18.233043	18.554542	14.545094	17.467099	26.389872	20.799512	20.605815	9.492842	17.658457	21.008468	11.721256	24.294964	20.102606	10.403755	20.978458	20.190145	18.635135	13.700097	16.725802	23.752538	19.932002	39.712721	9.638152	18.146992	18.513652	33.530383	19.210554	12.592783	24.282212	31.549074	19.046703	4.56022	19.648916	15.816941	15.59563	24.509202	13.244708	16.933437	15.186911	8.616422	11.980233	14.890799	21.425591	22.79432	19.301156	17.310725	4.822871	11.110884	12.324408	18.238068	17.058019	18.750165	20.63187	9.651183	14.682648	21.140427	2.962562	29.395028	15.675708	19.319748	19.5925	10.760741	11.449192	12.323503	23.932328	11.333158	26.087688	14.775254	12.2114	34.541967	32.012519	30.587324	17.640858	18.231113	15.226045	39.655344	23.629953	18.349144	21.673482	15.605722	23.730122	26.37633	27.823899	11.684403	17.117357	28.436808	14.867965	24.881129	20.645533	20.112612	27.252402	17.601285	14.835909	2.188472	16.047577	14.40044	12.061509	15.951865	19.447422	18.147086	12.302653	19.327757	17.312458	19.531827	17.446069	16.967593	8.645733	14.321162	25.54964	22.733773	9.802124	25.567555	20.816114	9.756957	18.176983	22.076108	17.318184	15.291849	24.408016	10.714663	18.292444	14.329957	18.877726	24.174985	15.459291	31.089801	19.051331	16.938727	37.451861	19.034981	17.796203	26.734972	13.738076	15.597844	0.0	13.815427	10.966903	13.651517	8.093776	17.111511	25.119805	37.139642	11.006373	14.404753	15.985919	18.39541	18.724165	18.89496	17.299747	20.042546	15.222769	20.607195	23.379394	10.688074	15.846605	12.877516	27.70104	12.248303	19.113546	11.504079	16.739719	12.125873	24.679839	27.041092	29.288455	6.33296	14.769363	16.163928	0.0	12.410166	9.308783	5.57839	24.69382	20.645922	17.155258	9.458519	10.813205	11.756895	14.096166	9.741211	20.064666	15.574442	12.999266	12.07422	6.298777	15.041606	13.757242	7.212208	20.85278	12.911153	7.411475	19.828817	8.384316	4.252056	16.136794	16.243178	23.097286	24.050867	16.399259	17.46944	14.703611	26.143698	8.465082	17.268681	16.679778	43.615113	15.251752	14.132572	18.672301	14.888581	8.246745	17.806698	6.412641	18.03447	11.966523	13.340681	10.732509	34.254166	18.803006	12.578868	30.969368	4.039844	11.791863	8.909117	15.808324	22.058944	23.662683	16.950996	14.820541	16.455492	3.609305	14.156951	9.585716	23.429265	15.655694	10.309181	10.508071	9.273621	18.972317	17.444442	21.772544	16.587258	16.128247	26.94051	15.660925	13.651613	18.233613	12.179864	22.843701	18.122447	17.00603	9.891825	26.904413	7.523785	13.364969	21.331711	12.276021	16.742931	11.251371	14.45633	11.942759	18.48868	17.276861	21.402303	13.612699	16.313721	29.638035	19.087136	16.328144	25.088945	17.513648	16.101596	15.169248	37.371883	9.210699	10.964888	13.343957	16.858554	24.37372	7.381401	13.970579	19.846856	17.377274	24.30579	24.884144	7.970504	17.286318	44.755427	11.662643	36.837115	9.394538	0.0	15.64751	17.389039	30.815187	14.060709	16.658233	14.675562	11.585088	24.397845	34.250931	18.471787	18.143038	18.454801	17.203689	23.560682	14.433331	18.022577	13.450631	14.656831	13.94178	9.869614	17.041491	16.980532	11.844667	13.623036	9.150381	24.071821	13.76077	0.0	21.082358	25.802561	4.646428	14.838123	18.023757	16.071074	28.086134	14.444391	15.390209	21.426177	5.360861	13.483068	12.674835	16.540702	34.540067	22.355371	11.028888	13.341596	22.587361	15.728626	13.889467	11.09792	14.867221	15.361492	9.535192	23.255893	15.507733	15.716114	19.913776	13.222837	20.930785	11.125029	2.268951	12.400591	15.599134	21.6273	13.263502	21.254465	18.352204	13.849186	12.228775	12.093417	22.443484	18.802903	20.091731	12.932759
k__Bacteria	93.887007	92.256961	75.740927	79.44793	94.517668	76.613885	78.832845	80.488945	85.31373	78.727227	84.22589	84.850086	83.55437	80.550981	81.126933	96.072436	80.899605	83.883886	84.110608	79.858634	81.326679	82.091185	82.673928	71.376021	91.393091	79.806707	83.001848	88.388754	79.940246	92.983992	75.202791	89.55552	81.422321	84.165392	84.919554	76.145574	83.63613	86.56512	80.469169	80.004697	81.144765	95.09168	91.740962	98.682882	82.817567	71.581663	82.082648	85.42068	92.497573	79.484136	81.766957	81.445458	85.454906	82.532901	73.610128	79.200488	79.394185	90.507158	82.341543	78.991532	88.278744	75.705036	79.897394	89.596245	78.346078	79.325033	81.364865	86.199721	83.274198	76.247462	80.067998	60.287279	90.361848	81.853008	81.486348	66.469617	79.236085	87.407217	75.717788	68.450926	80.953297	95.43978	80.351084	84.183059	84.40437	75.490798	86.755292	83.066563	84.813089	91.383578	88.019767	85.109201	78.574409	77.20568	80.669822	82.689275	95.177129	88.889116	85.932507	81.761932	82.941981	81.249835	79.29291	90.348817	85.317352	78.859573	97.037438	70.604972	84.324292	80.680252	80.4075	89.239259	88.550808	87.676497	76.067672	88.666842	70.138529	85.224746	87.7886	65.458033	67.987481	69.412676	82.359142	81.768887	84.773955	60.344656	76.370047	81.650856	78.326518	84.394278	76.269878	73.62367	72.176101	88.315597	82.882643	71.563192	85.132035	75.118871	79.291577	79.845043	72.747598	80.762757	85.163945	97.811528	83.952423	85.59956	87.938491	84.038519	80.552578	81.852914	87.697347	80.672243	82.687542	80.468173	82.5436	83.032407	91.354267	85.678838	74.45036	77.266227	90.197876	74.432445	79.183886	90.243043	81.823017	77.923892	82.681816	84.708151	73.972876	89.285337	81.707556	85.670043	81.122274	75.825015	84.540709	68.910199	80.948669	83.061273	62.548139	80.965019	82.203797	73.265028	86.261924	84.402156	100.0	86.184573	89.033097	86.348483	91.906224	82.888489	74.880195	62.860358	88.993627	85.595247	81.856525	81.60459	81.275835	81.10504	82.700253	79.957454	84.777231	79.392805	76.620606	89.311926	84.153395	87.122484	52.700958	87.751697	80.886454	88.495921	83.237212	87.874127	75.320161	72.958908	70.711545	93.66704	85.230637	83.836072	100.0	87.589834	90.691217	94.42161	74.500797	78.425042	82.844742	90.541481	89.186795	88.243105	85.903834	90.258789	79.935334	84.425558	87.000734	87.92578	93.701223	84.958394	86.242758	92.787792	79.14722	87.088847	92.588525	80.171183	91.615684	95.747944	82.593881	83.756822	76.902714	75.838084	83.600741	82.53056	85.296389	73.856302	91.534918	82.731319	83.320222	56.384887	84.748248	85.867428	81.327699	83.641812	91.753255	80.744475	93.587359	81.96553	88.033477	86.659319	89.267491	65.745834	81.196994	87.421132	69.030632	95.960156	88.208137	91.090883	84.191676	77.130958	76.337317	83.049004	85.179459	83.544508	96.390695	85.843049	90.414284	74.848807	84.344306	89.690819	89.491929	90.726379	81.027683	82.555558	77.852211	83.412742	83.871753	73.05949	84.339075	86.348387	81.766387	87.820136	77.156299	81.877553	82.99397	90.108175	73.095587	92.476215	86.635031	78.668289	87.723979	83.257069	88.748629	85.54367	88.057241	81.51132	82.723139	78.597697	86.387301	83.686279	70.361965	80.912864	83.671856	73.773904	82.486352	82.061333	84.830752	62.628117	90.789301	89.035112	86.656043	83.141446	75.62628	92.618599	86.029421	80.129768	82.622726	75.69421	75.115856	92.029496	82.713682	55.244573	88.337357	63.162885	90.605462	100.0	84.35249	82.610961	68.262262	85.748042	83.341767	85.324438	88.414912	75.602155	60.323285	81.528213	81.856962	81.545199	82.796311	76.439318	85.566669	81.977423	86.549369	85.343169	86.05822	90.130386	82.958509	83.019468	88.155333	86.376964	90.849619	75.928179	86.23923	100.0	78.917642	74.197439	95.353572	85.161877	81.388652	83.928926	71.913866	85.555609	84.609791	78.573823	94.639139	86.516932	87.325165	81.922133	65.459933	76.56489	88.971112	86.658404	77.412639	84.271374	86.110533	88.90208	85.132779	84.638508	90.464808	76.744107	84.492267	84.283886	80.086224	86.777163	79.069215	88.874971	97.731049	87.599409	84.400866	78.3727	86.736498	76.599392	81.647796	86.150814	87.771225	87.906583	76.54864	81.197097	79.908269	87.067241
k__Bacteria|p__Bacteroidetes	80.728809	65.593897	0.003625	41.901691	59.83184	59.661681	1.060264	62.729833	70.07084	58.293884	57.837829	66.46714	59.327337	26.483596	0.005063	83.967846	48.458801	52.619621	59.437314	0.0	69.924529	30.619692	51.42919	0.029662	81.338233	42.939856	55.973082	27.802706	56.33436	86.784664	0.148273	31.273305	66.331108	58.715636	51.564427	42.636131	74.537321	42.27359	45.025039	0.0	68.330876	50.307608	75.323695	73.532837	18.524971	56.624972	43.003421	42.611456	90.390794	49.095594	45.146665	75.983525	60.876514	72.11562	50.236755	18.71939	33.606298	78.240117	47.715183	7.356502	70.839696	39.94776	0.154384	61.112239	13.552024	48.883537	70.426953	49.88885	63.542716	0.0	42.62718	16.28467	65.863105	68.693724	69.397745	27.860441	31.784467	15.239066	0.007231	56.684949	37.579298	5.248275	27.702722	67.165129	30.538597	55.196242	67.338594	0.298569	30.363355	53.729128	65.282875	53.345918	0.243124	0.0	58.281753	61.449112	79.739745	0.0	17.508847	33.292416	58.134129	64.660334	1.981528	72.883213	58.208133	47.9058	50.858679	53.126609	65.961364	1.622483	40.973798	0.600823	0.0	67.787642	0.0	76.284828	11.70836	65.716882	42.883346	41.856999	0.03046	47.361613	23.370566	50.151892	63.623724	0.0	0.051955	0.175858	65.245679	0.102475	53.94607	41.3345	29.860836	56.306951	68.531109	0.0	46.009931	49.745062	39.900701	53.88868	30.682898	22.056222	36.462431	54.671681	60.818617	69.123684	55.147148	34.562505	56.072426	27.987205	62.145175	13.948413	29.66671	29.541765	43.314032	29.28	83.380519	0.0	16.409597	59.947755	57.560803	48.21467	0.009919	32.572895	33.652107	38.526607	17.027155	0.0	50.433954	66.397113	62.894875	48.465309	0.024154	60.292957	58.559402	30.864286	32.844656	39.268223	30.413375	28.472734	56.538766	40.696813	56.978594	60.219855	0.0	78.228212	0.0	71.610238	85.898771	31.614889	0.083019	17.482387	27.131441	29.033724	26.295162	0.0	37.841109	34.817631	54.990567	35.092575	68.171302	0.581814	53.33339	68.227871	15.260591	75.869378	17.005909	85.132827	37.703859	26.735778	41.050065	69.045634	23.035351	14.924129	28.196158	80.339763	24.067373	30.168821	79.34319	57.219886	60.532197	59.694145	44.116866	61.65394	59.45023	69.645809	86.903359	52.97919	59.509614	60.073244	35.034411	60.504736	76.040494	55.367532	88.432272	42.90825	54.116804	16.249838	36.145767	43.717908	59.358489	54.982922	83.064804	68.099223	21.804002	38.213992	0.0	15.138896	63.535431	57.345206	43.510025	42.237389	37.947006	29.716297	44.208861	37.061216	70.618117	46.526563	42.408681	17.445616	73.752862	28.956322	86.882583	62.211218	76.982971	62.419778	74.220722	20.204645	58.628349	79.1341	0.0	53.906323	36.521099	81.702876	73.108336	48.792966	64.818556	66.303072	37.161683	40.540894	59.769538	45.710909	63.769893	28.002442	63.666099	87.221388	82.693224	69.857575	51.688492	67.872002	56.828822	41.483979	31.801874	46.893069	69.082016	62.568958	55.920128	71.37663	39.202838	36.343043	56.915865	18.816535	1.267796	88.23497	45.544672	52.799088	63.970317	24.097278	80.60173	69.140479	22.379518	22.145617	57.059681	25.852974	61.766758	37.361728	28.818291	20.285283	51.919986	54.116062	63.354999	22.475711	43.583603	47.02664	37.854896	58.420079	53.707671	58.731912	52.655024	25.007947	61.381382	43.189689	61.623455	37.335712	0.0	0.280452	49.794457	4.377057	77.781066	32.324366	65.913661	0.14738	57.576008	55.383322	15.700089	50.973554	64.108765	61.461311	37.332716	23.165926	22.636911	61.111018	66.057715	64.458171	57.879881	0.0	68.396503	60.652294	51.476997	60.228414	53.679267	60.776201	45.68907	61.720248	55.091745	22.686512	62.573332	24.814927	31.400157	78.86277	43.517717	14.263183	43.235006	55.487234	56.065795	65.738409	48.664539	51.709563	69.510334	40.099665	76.236691	59.490945	55.369437	20.771082	41.495208	52.416542	60.399098	43.271887	43.856513	50.737652	59.41452	75.853566	72.484673	51.172617	68.543457	16.602205	63.912003	33.905087	13.104713	74.252907	61.235752	76.368577	73.305696	62.246696	30.351068	35.256052	70.439585	30.681489	60.22282	81.238579	70.515178	62.881427	40.07955	55.576243	27.831566	77.102877
k__Bacteria|p__Firmicutes	11.93634	26.549749	75.137902	36.215838	34.658768	15.692109	74.212948	16.26692	12.569414	19.60888	20.228616	18.126853	24.216749	43.986894	79.995793	11.965333	32.023419	27.901173	14.104884	76.125223	11.260706	46.331628	29.407137	64.372042	9.927807	35.40537	25.036618	60.239519	22.962171	6.191021	72.350863	57.763686	12.695472	19.679527	21.722274	32.616183	9.051856	43.148537	33.300355	72.965723	12.774967	43.616507	10.406298	24.41118	63.376967	13.267191	38.38918	42.039042	1.594953	29.071568	35.616777	5.256556	19.122197	10.154645	21.706927	22.081158	44.951467	11.81887	33.002913	70.656092	14.342352	34.599571	77.786442	28.337253	56.440351	17.780885	8.848638	32.972569	14.919123	66.368554	36.600794	43.713575	23.655019	13.130371	9.851044	37.416193	42.758016	71.846491	67.577968	10.582211	42.067073	60.588751	51.868147	14.005541	52.928371	17.00347	19.404093	81.85529	47.312016	35.133488	22.168427	30.968951	76.825949	75.851957	21.009426	17.469265	15.429296	79.406537	51.790349	47.871985	24.132866	12.284184	75.136027	16.032127	26.272318	29.575718	44.659447	17.443819	15.99781	78.170756	38.915002	68.530252	65.892308	19.024847	75.754977	12.274115	50.13302	15.981046	42.895237	23.064212	56.488223	22.051063	54.816359	25.881948	15.843255	0.055078	75.311686	79.415699	13.03284	75.61624	19.320908	31.932698	40.329229	27.504397	14.308854	35.842052	36.815532	24.592316	37.156687	23.831074	20.477596	51.923863	45.464534	41.350896	22.585891	14.421634	27.552786	48.220844	24.116788	53.249958	24.169656	63.333293	52.276217	49.478984	37.964998	52.594553	7.518009	57.446434	53.657277	16.027275	24.083163	24.411112	78.764917	55.891477	45.100303	38.746197	65.462993	73.57612	19.471531	21.817731	13.12225	36.205435	80.203692	14.942081	24.830077	35.262215	47.916951	41.928988	31.619007	50.856637	24.867225	30.600487	28.700378	23.768926	48.72426	6.612168	69.489724	14.57037	5.544134	50.580293	74.115312	44.065228	60.957793	55.993934	43.374854	77.993354	41.97913	45.505833	26.609668	43.866766	13.366283	75.87416	22.427092	20.265831	68.659006	10.295538	33.629052	1.696915	38.600925	59.906991	40.123037	18.064606	34.11254	56.794631	41.989034	13.304615	60.636413	53.131807	19.86484	30.312666	24.64058	32.425478	28.399963	11.653289	20.131497	19.884258	1.776686	24.121738	20.749737	29.638061	37.921739	21.431916	10.927749	24.735285	4.518169	25.592839	31.630749	76.237353	37.185449	41.960642	29.995953	24.612462	7.756788	24.642559	48.228349	43.561037	76.828384	53.168562	19.875693	25.178341	40.268902	30.779099	52.813432	50.028182	37.987688	18.915647	13.666017	36.799375	34.264569	47.551926	16.903563	46.174321	6.630474	18.641227	10.799166	21.509692	14.522607	43.253209	20.403305	6.061916	10.401133	41.498773	48.621069	8.413504	11.03603	24.640588	11.079829	16.734679	47.514311	39.682762	34.128533	39.867447	25.037399	34.225695	19.902061	2.021625	6.221511	19.686285	27.568193	14.683556	17.865185	41.132238	51.544117	19.928108	15.045529	22.838681	24.41295	15.272961	32.502837	42.909363	22.979209	66.170855	44.599876	3.046898	34.314297	24.564158	23.654167	57.287768	7.851631	15.891976	65.280643	58.624569	21.371044	49.729215	23.034222	41.692173	40.518527	59.776626	28.894962	13.924501	18.018958	46.380384	37.232151	15.196265	39.18698	19.451305	30.029077	17.164759	17.772446	65.47691	23.890313	33.850037	19.275222	27.340857	74.223631	73.135524	30.504537	47.548391	10.490382	20.727389	21.327402	99.80013	25.976163	26.768417	48.749593	29.554956	14.768312	17.267451	46.84809	38.576753	28.274884	18.303389	11.126471	8.590879	24.155711	69.618202	17.143632	21.325129	33.624532	24.332427	31.641303	18.179339	32.302191	21.275359	24.93565	63.177543	28.19299	46.518377	54.517612	18.48743	30.227766	35.100943	45.823298	29.134951	16.738158	16.698179	22.554428	32.454956	14.089083	36.532821	16.6758	25.981646	31.876393	49.089808	23.179884	22.007866	14.761327	37.234341	31.009037	25.625126	26.618202	12.081771	12.626832	32.761858	20.858508	57.292964	19.707707	48.859483	66.025725	12.463204	10.360905	11.087067	14.974902	23.221846	53.624219	39.545648	11.625327	39.920706	21.199967	4.14675	17.120331	20.13757	24.17704	20.297103	49.773636	9.064882
