run_accession	study_accession	sample_accession	experiment_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_layout	library_strategy	library_source	read_count	base_count	center_name	experiment_title	fastq_bytes	fastq_md5	fastq_ftp	sample_alias
SRR5935744	PRJNA398089	SAMN07509919	SRX3095882	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	15328347	2853526686	SUB2954905	Illumina HiSeq 2000 sequencing: PSM7J18E stool WGS	745495793;755587542	dbab59bca1bdd65f68abfa7eae21e65c;f783632ed8e6cf3e85e443990823bd88	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/004/SRR5935744/SRR5935744_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/004/SRR5935744/SRR5935744_2.fastq.gz	P6010C15
SRR5935745	PRJNA398089	SAMN07509918	SRX3095881	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	10492437	1984140901	SUB2954905	Illumina HiSeq 2000 sequencing: HSM7J4I5 stool WGS	520125014;524678126	8c03236b7d33006c9f1ea5ac96496f39;770d2ded687d4ceb9865e2503a4498f5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/005/SRR5935745/SRR5935745_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/005/SRR5935745/SRR5935745_2.fastq.gz	H4024C16
SRR5935747	PRJNA398089	SAMN07509915	SRX3095878	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	3036382	569204188	SUB2954905	Illumina HiSeq 2000 sequencing: PSM7J17X stool WGS	145394201;147979881	6a154971cc31d3679e1671e9246fb6c6;7935a751a60b635e0d0aa4bd2cb1cca3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/007/SRR5935747/SRR5935747_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/007/SRR5935747/SRR5935747_2.fastq.gz	P6018C9
SRR5935749	PRJNA398089	SAMN07509617	SRX3095876	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	18879904	3539135454	SUB2954905	Illumina HiSeq 2000 sequencing: MSM6J2HT stool WGS	897225885;893278004	63c299689793b6cc0ce2f38935afad7c;71dcc8b31d68fbf1d4670b211d2212df	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/009/SRR5935749/SRR5935749_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/009/SRR5935749/SRR5935749_2.fastq.gz	M2039C5
SRR5935751	PRJNA398089	SAMN07509663	SRX3095875	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	18645445	3449573600	SUB2954905	Illumina HiSeq 2000 sequencing: MSM6J2OJ stool WGS	880918362;893794835	7a41b3c4a92a0c364c89f986f44bdaf7;f656af54e39c78d27f5e1d03a9880309	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/001/SRR5935751/SRR5935751_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/001/SRR5935751/SRR5935751_2.fastq.gz	M2026C15
SRR5935755	PRJNA398089	SAMN07509654	SRX3095870	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	6071697	1090388750	SUB2954905	Illumina HiSeq 2000 sequencing: CSM67UAW stool WGS	281326213;280575300	7d50a162f7f3625336743ec906b5a3cb;99ac6e44697d3f23861d5951f14f63f0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/005/SRR5935755/SRR5935755_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/005/SRR5935755/SRR5935755_2.fastq.gz	C3016C3
SRR5935762	PRJNA398089	SAMN07509553	SRX3095864	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	18129553	3409028279	SUB2954905	Illumina HiSeq 2000 sequencing: MSM5LLGL stool WGS	865706610;886695734	63a1b98041ab2d78830de26adbfa9037;d80f093b5c51a5902b9d74a4cc4142b0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/002/SRR5935762/SRR5935762_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/002/SRR5935762/SRR5935762_2.fastq.gz	M2014C13
SRR5935763	PRJNA398089	SAMN07509551	SRX3095862	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	5174437	978777662	SUB2954905	Illumina HiSeq 2000 sequencing: MSM5LLDS stool WGS	248782436;250936354	84b96c0b4fa817dd32ba822c9d8f2b9d;8ed32b9983ce08671bf0681dc9d83866	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/003/SRR5935763/SRR5935763_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/003/SRR5935763/SRR5935763_2.fastq.gz	M2008C6
SRR5935767	PRJNA398089	SAMN07509546	SRX3095859	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	5166420	956191777	SUB2954905	Illumina HiSeq 2000 sequencing: CSM67U9H stool WGS	249961146;245651270	6248111ed19b8bee0c3f5b747eb6a437;c644fb7ec27cedbcaf09a8eaad6e96d2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/007/SRR5935767/SRR5935767_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/007/SRR5935767/SRR5935767_2.fastq.gz	C3013C2
SRR5935769	PRJNA398089	SAMN07509544	SRX3095857	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	11374148	2063466726	SUB2954905	Illumina HiSeq 2000 sequencing: HSM6XRSX stool WGS	544844668;538575210	8ab45cdaaa1f70aa675b310060e4e25a;7464db5d3b565aa449bbf4e5c73f3f99	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/009/SRR5935769/SRR5935769_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/009/SRR5935769/SRR5935769_2.fastq.gz	H4008C7
SRR5935770	PRJNA398089	SAMN07509545	SRX3095856	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	16180463	3026482353	SUB2954905	Illumina HiSeq 2000 sequencing: HSM5MD6I stool WGS	794160957;791523927	e2b074f80b5202c16258859cccca3b55;b117df4059a0d3df88fe1b7b07473854	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/000/SRR5935770/SRR5935770_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/000/SRR5935770/SRR5935770_2.fastq.gz	H4013C4
SRR5935772	PRJNA398089	SAMN07510000	SRX3095853	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	15271512	2845360298	SUB2954905	Illumina HiSeq 2000 sequencing: HSM7J4O3 stool WGS	739200890;755062238	739f63aaa2c42efaa099b577604bb89c;eb50344121f7f68d84c9653800f8f772	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/002/SRR5935772/SRR5935772_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/002/SRR5935772/SRR5935772_2.fastq.gz	H4024C21
SRR5935776	PRJNA398089	SAMN07509999	SRX3095850	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	3168882	592648009	SUB2954905	Illumina HiSeq 2000 sequencing: HSM7J4K6 stool WGS	154363952;157757432	1cbbf1f6cec5ed2e1d78a3706981cbf8;0f12399ea9c6701e83f0931d594ccbb4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/006/SRR5935776/SRR5935776_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/006/SRR5935776/SRR5935776_2.fastq.gz	H4035C10
SRR5935779	PRJNA398089	SAMN07509995	SRX3095846	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	5948317	1093467848	SUB2954905	Illumina HiSeq 2000 sequencing: HSM7J4OZ stool WGS	288893771;292360626	ea337628d0809e53c4203f3c130aa084;e361a1db78bba7251aa3e1b1311f641e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/009/SRR5935779/SRR5935779_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/009/SRR5935779/SRR5935779_2.fastq.gz	H4032C13
SRR5935782	PRJNA398089	SAMN07509994	SRX3095847	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	10128070	1876810820	SUB2954905	Illumina HiSeq 2000 sequencing: MSM79H7M stool WGS	512543350;507036575	faf256fb999f6df323b02bf003b250b5;3ef4b5c2569f14d8360630eea789f876	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/002/SRR5935782/SRR5935782_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/002/SRR5935782/SRR5935782_2.fastq.gz	M2071C4
SRR5935787	PRJNA398089	SAMN07509794	SRX3095838	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	16351397	3065557655	SUB2954905	Illumina HiSeq 2000 sequencing: MSM79HEA stool WGS	793621528;795247039	65b67a9c6c2e0d5f12c7da87298577bc;0180b2f954c2def8adc88198f9b31c54	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/007/SRR5935787/SRR5935787_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/007/SRR5935787/SRR5935787_2.fastq.gz	M2026C23
SRR5935788	PRJNA398089	SAMN07509795	SRX3095837	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	11073410	2024074094	SUB2954905	Illumina HiSeq 2000 sequencing: HSM67VGK stool WGS	532846405;535204639	c6924eb8ae9d0c20d5227f569e3de78a;69252bfdcf54137e9af6e5991a5b652b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/008/SRR5935788/SRR5935788_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/008/SRR5935788/SRR5935788_2.fastq.gz	H4009C19
SRR5935793	PRJNA398089	SAMN07509799	SRX3095833	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	1771479	333187068	SUB2954905	Illumina HiSeq 2000 sequencing: MSM79H6F stool WGS	85603994;85828016	eca095851ff7adfe772e7676edf942bc;2287d4ee9f1d6ee80440c4903d58d94d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/003/SRR5935793/SRR5935793_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/003/SRR5935793/SRR5935793_2.fastq.gz	M2042C15
SRR5935800	PRJNA398089	SAMN07509881	SRX3095826	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	15080696	2770846238	SUB2954905	Illumina HiSeq 2000 sequencing: MSM79HDC stool WGS	763577151;755049874	19493943fcc55778d0b17e76428f8ee8;f4c5558a0bfdddced56dd8507d209106	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/000/SRR5935800/SRR5935800_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/000/SRR5935800/SRR5935800_2.fastq.gz	M2069C4
SRR5935803	PRJNA398089	SAMN07509883	SRX3095822	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	18392491	3418705365	SUB2954905	Illumina HiSeq 2000 sequencing: PSM6XBUQ stool WGS	879819739;880935449	9b9698a62c9a64cdb66b7cd7d24d4b3b;32397c1781cc7b5df7cb609bae98e8f6	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/003/SRR5935803/SRR5935803_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/003/SRR5935803/SRR5935803_2.fastq.gz	P6010C13
SRR5935804	PRJNA398089	SAMN07509882	SRX3095821	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	13253368	2414153428	SUB2954905	Illumina HiSeq 2000 sequencing: CSM7KOLA stool WGS	625155032;623284748	fd92b99f2ff145172a50074acef4ec58;65bedb86eb1e7ff78c41f46704fcd946	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/004/SRR5935804/SRR5935804_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/004/SRR5935804/SRR5935804_2.fastq.gz	C3010C22
SRR5935805	PRJNA398089	SAMN07509632	SRX3095820	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	2823474	526092284	SUB2954905	Illumina HiSeq 2000 sequencing: HSM6XRQI stool WGS	141254012;139051720	1d96811a08d5ee0ce7662017293ffba3;2e567d54fd49821b54d04fc1f09c7fb6	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/005/SRR5935805/SRR5935805_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/005/SRR5935805/SRR5935805_2.fastq.gz	H4017C3
SRR5935810	PRJNA398089	SAMN07509701	SRX3095816	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	15280552	2858109884	SUB2954905	Illumina HiSeq 2000 sequencing: MSM6J2RO stool WGS	726749271;734644195	2c2c05c044bc12d903d646eb39527eb8;16aaee85b8968c64acf5e74bd853917e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/000/SRR5935810/SRR5935810_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/000/SRR5935810/SRR5935810_2.fastq.gz	M2042C10
SRR5935813	PRJNA398089	SAMN07509697	SRX3095812	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	16980616	3155638888	SUB2954905	Illumina HiSeq 2000 sequencing: HSM67VES stool WGS	824270660;838547480	9a2b1b5b9eb43d8d7627ff4178047bf7;879510aeaeb28654e8a8af90eda94a02	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/003/SRR5935813/SRR5935813_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/003/SRR5935813/SRR5935813_2.fastq.gz	H4022C4
SRR5935815	PRJNA398089	SAMN07509696	SRX3095811	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	7153468	1337267943	SUB2954905	Illumina HiSeq 2000 sequencing: HSM6XRTM stool WGS	355512230;349651525	4a74e6b8fabc17ea02122384ac20b07f;6c4d8a55a96d65864f9459bc78b29f18	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/005/SRR5935815/SRR5935815_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/005/SRR5935815/SRR5935815_2.fastq.gz	H4010C12
SRR5935816	PRJNA398089	SAMN07509695	SRX3095810	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	12244248	2292238030	SUB2954905	Illumina HiSeq 2000 sequencing: HSM6XRUN stool WGS	594687362;604873582	af7e8668eca43a5bef3105c04b353c71;cd6b97876ad5366ca3ff26d6de522b6e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/006/SRR5935816/SRR5935816_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/006/SRR5935816/SRR5935816_2.fastq.gz	H4023C3
SRR5935817	PRJNA398089	SAMN07509694	SRX3095809	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	14261195	2665696979	SUB2954905	Illumina HiSeq 2000 sequencing: MSM6J2QP stool WGS	677516757;680780667	5487610a70872a141d603102aee696a6;5bae31987416f2283a7c7d9f9c5c0672	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/007/SRR5935817/SRR5935817_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/007/SRR5935817/SRR5935817_2.fastq.gz	M2039C10
SRR5935820	PRJNA398089	SAMN07510033	SRX3095805	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	12062510	2207297835	SUB2954905	Illumina HiSeq 2000 sequencing: PSM7J16Y stool WGS	570211416;582281894	5777422c2e0756081086d5d46e8c8686;853c494103b172d65558c3be4f2da5f9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/000/SRR5935820/SRR5935820_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/000/SRR5935820/SRR5935820_2.fastq.gz	P6017C12
SRR5935821	PRJNA398089	SAMN07510032	SRX3095804	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	297656	54176352	SUB2954905	Illumina HiSeq 2000 sequencing: HSM7J4KA stool WGS	13475810;13568094	4c8da9fc76f009f12eef956ceaa17126;aaae2b85903e9f2c9445e398363984d0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/001/SRR5935821/SRR5935821_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/001/SRR5935821/SRR5935821_2.fastq.gz	H4035C12
SRR5935822	PRJNA398089	SAMN07509980	SRX3095807	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	13365245	2460327516	SUB2954905	Illumina HiSeq 2000 sequencing: HSM7J4JD stool WGS	645253962;654385053	5b277b5757a72a8b6c9e8798264ecdd2;7c6ab59e93597557c527a419ee8afd2c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/002/SRR5935822/SRR5935822_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/002/SRR5935822/SRR5935822_2.fastq.gz	H4038C5
SRR5935823	PRJNA398089	SAMN07510031	SRX3095803	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	20770968	3886695944	SUB2954905	Illumina HiSeq 2000 sequencing: PSM7J141 stool WGS	1007756091;1003208128	804ad04388fd7cfb0f1aba130f6cb21c;62e1203134d1feadf76614b929c8f10a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/003/SRR5935823/SRR5935823_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/003/SRR5935823/SRR5935823_2.fastq.gz	P6009C23
SRR5935828	PRJNA398089	SAMN07509584	SRX3095798	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	8326050	1540092338	SUB2954905	Illumina HiSeq 2000 sequencing: MSM5LLDA stool WGS	390589866;397812426	67757db39793ae0012c5f1057112108e;6a732dfa17393628f0d56342c9da56a2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/008/SRR5935828/SRR5935828_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/008/SRR5935828/SRR5935828_2.fastq.gz	M2008C19
SRR5935829	PRJNA398089	SAMN07509585	SRX3095797	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	11220767	2068350513	SUB2954905	Illumina HiSeq 2000 sequencing: MSM6J2J5 stool WGS	532944238;534021313	f4a00ffd67f645cf7b0ae9227626810c;97870e1f404893b4058aaf55ee479915	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/009/SRR5935829/SRR5935829_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/009/SRR5935829/SRR5935829_2.fastq.gz	M2025C9
SRR5935834	PRJNA398089	SAMN07509592	SRX3095792	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	12610038	2321592529	SUB2954905	Illumina HiSeq 2000 sequencing: HSM5MD6Y stool WGS	607707631;611904770	a67c220dcc7b92772764accd8fd78031;137d579e2ff2acd8e03bb0e5dc7ad533	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/004/SRR5935834/SRR5935834_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/004/SRR5935834/SRR5935834_2.fastq.gz	H4015C3
SRR5935835	PRJNA398089	SAMN07509593	SRX3095791	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	1341509	254993682	SUB2954905	Illumina HiSeq 2000 sequencing: MSM6J2HH stool WGS	64810685;65864102	b230ff46978793806913dbd60f409437;cef5c9936c08439d9655020cd157c857	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/005/SRR5935835/SRR5935835_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/005/SRR5935835/SRR5935835_2.fastq.gz	M2026C11
SRR5935846	PRJNA398089	SAMN07509962	SRX3095780	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	12230104	2245980686	SUB2954905	Illumina HiSeq 2000 sequencing: HSM7J4L9 stool WGS	588517481;588769072	5d874fc2f387e0e54338ecc88078459f;ffd9294e6aaab00404d15984f2dc6c29	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/006/SRR5935846/SRR5935846_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/006/SRR5935846/SRR5935846_2.fastq.gz	H4030C11
SRR5935852	PRJNA398089	SAMN07509979	SRX3095774	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	7226875	1341338719	SUB2954905	Illumina HiSeq 2000 sequencing: HSM7J4K2 stool WGS	352666352;357051809	bab0348571210e5c61abb146873f1d77;b57fd5474a159b193bc54fff638a96a8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/002/SRR5935852/SRR5935852_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/002/SRR5935852/SRR5935852_2.fastq.gz	H4035C8
SRR5935855	PRJNA398089	SAMN07509559	SRX3095771	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	15957834	2994346715	SUB2954905	Illumina HiSeq 2000 sequencing: MSM5LLEP stool WGS	771028067;772027844	716247fbbfbc3e932a09edbe3ed3ac58;9f41afc9489672d8b41182e582f725f0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/005/SRR5935855/SRR5935855_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/005/SRR5935855/SRR5935855_2.fastq.gz	M2021C10
SRR5935857	PRJNA398089	SAMN07509557	SRX3095769	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	12248380	2266731843	SUB2954905	Illumina HiSeq 2000 sequencing: ESM5MEBS stool WGS	586828027;577769129	f8a322c4b6a80b0467fc3d22a92fffa8;e8a9219d859f968432d4910f6944c132	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/007/SRR5935857/SRR5935857_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/007/SRR5935857/SRR5935857_2.fastq.gz	E5004C8
SRR5935858	PRJNA398089	SAMN07509556	SRX3095768	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	11226124	2076115930	SUB2954905	Illumina HiSeq 2000 sequencing: MSM6J2IE stool WGS	528454851;525968910	5950cde41ae5cc65f46fccf510d84bb7;fe163b47c05c3fad7ca4527e3a88a200	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/008/SRR5935858/SRR5935858_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/008/SRR5935858/SRR5935858_2.fastq.gz	M2028C8
SRR5935865	PRJNA398089	SAMN07509840	SRX3095761	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	8045067	1471068381	SUB2954905	Illumina HiSeq 2000 sequencing: CSM79HPS stool WGS	371606294;371472829	9c14853818f118b1fe34bac7a07d5321;ff4035dda4a2f80e1eb4cfc49c3e3efc	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/005/SRR5935865/SRR5935865_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/005/SRR5935865/SRR5935865_2.fastq.gz	C3013C16
SRR5935866	PRJNA398089	SAMN07509839	SRX3095760	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	13126777	2397545326	SUB2954905	Illumina HiSeq 2000 sequencing: MSM79HC4 stool WGS	610303454;614908004	3aaa76acbd1276e8d1f602056a7d8a63;56c75df61c905e6e332354c19386d6cd	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/006/SRR5935866/SRR5935866_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/006/SRR5935866/SRR5935866_2.fastq.gz	M2047C9
SRR5935867	PRJNA398089	SAMN07509837	SRX3095758	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	10603689	1944203640	SUB2954905	Illumina HiSeq 2000 sequencing: ESM7F5C5 stool WGS	498816982;496901762	722869768b136cf97543326b74a9d736;f57cb753915235f591007487587df832	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/007/SRR5935867/SRR5935867_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/007/SRR5935867/SRR5935867_2.fastq.gz	E5013C16
SRR5935868	PRJNA398089	SAMN07509836	SRX3095757	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	6411559	1195472523	SUB2954905	Illumina HiSeq 2000 sequencing: PSM7J1A2 stool WGS	307047345;309158916	133d156e9da6167e9a20852deac0e54e;8081715d6bc02b9227a1bd767d87b40f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/008/SRR5935868/SRR5935868_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/008/SRR5935868/SRR5935868_2.fastq.gz	P6018C4
SRR5935871	PRJNA398089	SAMN07509834	SRX3095755	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	13179018	2434431569	SUB2954905	Illumina HiSeq 2000 sequencing: HSM67VIL stool WGS	640825126;643255193	93fb3ad671dc855c19357baa0d55b364;f36340347389e7af5feccb3b504d4524	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/001/SRR5935871/SRR5935871_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/001/SRR5935871/SRR5935871_2.fastq.gz	H4028C6
SRR5935872	PRJNA398089	SAMN07509976	SRX3095754	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	17794673	3279611055	SUB2954905	Illumina HiSeq 2000 sequencing: MSM79H87 stool WGS	899409195;895693726	41aae5ef3a3b4118f946b3067ba2c155;4ab009c6b9c9a3f07bb8f8e97d68ab0f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/002/SRR5935872/SRR5935872_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/002/SRR5935872/SRR5935872_2.fastq.gz	M2072C10
