run_accession	study_accession	sample_accession	experiment_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_layout	library_strategy	library_source	read_count	base_count	center_name	experiment_title	fastq_bytes	fastq_md5	fastq_ftp	sample_alias
SRR5950357	PRJNA398089	SAMN07532560	SRX3108930	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	RNA-Seq	METATRANSCRIPTOMIC	12946700	2364452640	SUB2970642	Illumina HiSeq 2000 sequencing: MSMB4LYB stool MTX	409064189;533576383	d016755cc332550a635da7fd162a7b71;313caed6a2703e3e05b416d33d7ae843	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/007/SRR5950357/SRR5950357_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/007/SRR5950357/SRR5950357_2.fastq.gz	M2085C21_MTX
SRR5946606	PRJNA398089	SAMN07521830	SRX3105183	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	8539908	1609858649	SUB2966903	Illumina HiSeq 2000 sequencing: PSM6XBTT stool WGS	418467691;420419721	c98430abd2da29c41b4ee7c4dd4700d2;26fe7f1173e1bf59d97f2809ec70c80b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5946606/SRR5946606_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5946606/SRR5946606_2.fastq.gz	C3028C5
SRR6704305	PRJNA398089	SAMN08514101	SRX3678451	408170	human gut metagenome	ILLUMINA	Illumina MiniSeq	PAIRED	AMPLICON	METAGENOMIC	51134	25567000	SUB3633016	Illumina MiniSeq sequencing: 16S Biopsy Sample M2042CSC2_BP	5708516;6842568	0999541c7648f31fe6e28ef2b0e71f73;c5b80ac2874d99e64cad05e449f9af1a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR670/005/SRR6704305/SRR6704305_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR670/005/SRR6704305/SRR6704305_2.fastq.gz	M2042CSC2_BP
SRR5950358	PRJNA398089	SAMN07532526	SRX3108929	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	RNA-Seq	METATRANSCRIPTOMIC	4454241	800676860	SUB2970642	Illumina HiSeq 2000 sequencing: HSMA33R5 stool MTX	173415552;241946514	f76ce0d52b96d54152134c2a779419a2;5b263c8cc22994a730259a1a56a7a791	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/008/SRR5950358/SRR5950358_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/008/SRR5950358/SRR5950358_2.fastq.gz	H4043C16_MTX
SRR5946610	PRJNA398089	SAMN07521520	SRX3105180	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	15172594	2793060816	SUB2966903	Illumina HiSeq 2000 sequencing: MSM9VZHN stool WGS	712180988;720175879	add4335d4a26885b692f5d8de516645d;18edd7cabe854a2e5832f7c3385753bd	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5946610/SRR5946610_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5946610/SRR5946610_2.fastq.gz	P6018C23
SRR6704308	PRJNA398089	SAMN08514106	SRX3678448	408170	human gut metagenome	ILLUMINA	Illumina MiniSeq	PAIRED	AMPLICON	METAGENOMIC	34379	17189500	SUB3633016	Illumina MiniSeq sequencing: 16S Biopsy Sample M2061CSC1_BP	3879077;4607670	c715812cc615bb34f7badbfe0acc5009;586b5ec8469d02cd7aeb03939ef11072	ftp.sra.ebi.ac.uk/vol1/fastq/SRR670/008/SRR6704308/SRR6704308_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR670/008/SRR6704308/SRR6704308_2.fastq.gz	M2061CSC1_BP
SRR5950359	PRJNA398089	SAMN07532525	SRX3108928	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	RNA-Seq	METATRANSCRIPTOMIC	12524568	2303308467	SUB2970642	Illumina HiSeq 2000 sequencing: HSMA33QO stool MTX	420393414;556135411	07590d2fb0f5cb7b4a250b5b307ef35a;29d90c049048d8dd0aceea12e540d056	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/009/SRR5950359/SRR5950359_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/009/SRR5950359/SRR5950359_2.fastq.gz	H4045C14_MTX
SRR5946612	PRJNA398089	SAMN07521818	SRX3105177	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	12758768	2344831179	SUB2966903	Illumina HiSeq 2000 sequencing: ESM718T9 stool WGS	641055609;645775055	c10e6bda5498d0407df4615cdb761dfe;eee48380aea8937a680bf892abe90e4a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5946612/SRR5946612_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5946612/SRR5946612_2.fastq.gz	H4024C8
SRR6704309	PRJNA398089	SAMN08514107	SRX3678447	408170	human gut metagenome	ILLUMINA	Illumina MiniSeq	PAIRED	AMPLICON	METAGENOMIC	58953	29476500	SUB3633016	Illumina MiniSeq sequencing: 16S Biopsy Sample M2061CSC2_BP	6549006;7757874	0b3d46feaf6bdb755c22efa723698980;3cefb2a9dced8553b54725535224622c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR670/009/SRR6704309/SRR6704309_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR670/009/SRR6704309/SRR6704309_2.fastq.gz	M2061CSC2_BP
SRR5950360	PRJNA398089	SAMN07532561	SRX3108927	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	RNA-Seq	METATRANSCRIPTOMIC	9666349	1740991715	SUB2970642	Illumina HiSeq 2000 sequencing: MSMB4LZK stool MTX	306689485;398621473	0f4e1053dd025f65df5fc8c5482bf517;18d300202fde046f630322da2aaf6c8b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/000/SRR5950360/SRR5950360_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/000/SRR5950360/SRR5950360_2.fastq.gz	M2097C17_MTX
SRR5946613	PRJNA398089	SAMN07521817	SRX3105176	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	17488424	3177479391	SUB2966903	Illumina HiSeq 2000 sequencing: HSM7CZ26 stool WGS	870426884;867348179	ee9f031de9fbcee8666dc3ba6ea0de18;442a26828d6226dfbf0175feae4bf708	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5946613/SRR5946613_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5946613/SRR5946613_2.fastq.gz	H4010C17
SRR6704310	PRJNA398089	SAMN08514044	SRX3678446	408170	human gut metagenome	ILLUMINA	Illumina MiniSeq	PAIRED	AMPLICON	METAGENOMIC	57546	28773000	SUB3633016	Illumina MiniSeq sequencing: 16S Biopsy Sample H4019CB1_BP	6288593;7810752	3841ffecd315e57c22b77f32970c8fde;df5775697bf141ab7ae316e9ef185599	ftp.sra.ebi.ac.uk/vol1/fastq/SRR670/000/SRR6704310/SRR6704310_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR670/000/SRR6704310/SRR6704310_2.fastq.gz	H4019CB1_BP
SRR5950361	PRJNA398089	SAMN07532446	SRX3108926	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	RNA-Seq	METATRANSCRIPTOMIC	4210475	770070503	SUB2970642	Illumina HiSeq 2000 sequencing: MSM9VZIY stool MTX	152177598;196276200	f27bdd12770bb9301e4557bb06780e7e;68fc59da1b87da1efcd9c368e4d1c739	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/001/SRR5950361/SRR5950361_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/001/SRR5950361/SRR5950361_2.fastq.gz	M2085C8_MTX
SRR6704313	PRJNA398089	SAMN08514043	SRX3678443	408170	human gut metagenome	ILLUMINA	Illumina MiniSeq	PAIRED	AMPLICON	METAGENOMIC	57667	28833500	SUB3633016	Illumina MiniSeq sequencing: 16S Biopsy Sample H4019CSC2_BP	6006377;7695836	75bbab2ae808b14e4ed8cf4b0611690a;0abddc3272c30a6c81217cd4bd57a360	ftp.sra.ebi.ac.uk/vol1/fastq/SRR670/003/SRR6704313/SRR6704313_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR670/003/SRR6704313/SRR6704313_2.fastq.gz	H4019CSC2_BP
SRR5946624	PRJNA398089	SAMN07521720	SRX3105166	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	4788378	892203811	SUB2966903	Illumina HiSeq 2000 sequencing: MSM6J2RM stool WGS	233995752;229182258	a905bc0c4bd6794b95a2a16fade9929d;6c3a49ebd5a0b56e4356b54d7561c594	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5946624/SRR5946624_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5946624/SRR5946624_2.fastq.gz	H4001C20
SRR5950364	PRJNA398089	SAMN07532439	SRX3108923	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	RNA-Seq	METATRANSCRIPTOMIC	12592620	2274020327	SUB2970642	Illumina HiSeq 2000 sequencing: MSM9VZHB stool MTX	343336223;446635594	e22ccb5761474199242a1e1b6ab46ab4;caac7550a40614d55d79a2410a7798d9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/004/SRR5950364/SRR5950364_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/004/SRR5950364/SRR5950364_2.fastq.gz	M2061C21_MTX
SRR6704318	PRJNA398089	SAMN08514046	SRX3678438	408170	human gut metagenome	ILLUMINA	Illumina MiniSeq	PAIRED	AMPLICON	METAGENOMIC	65813	32906500	SUB3633016	Illumina MiniSeq sequencing: 16S Biopsy Sample H4020CSC2_BP	6266329;8263080	0b067961344a99b7ef71203871165987;1c4259ed9fe8237a78a15319586e9ebd	ftp.sra.ebi.ac.uk/vol1/fastq/SRR670/008/SRR6704318/SRR6704318_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR670/008/SRR6704318/SRR6704318_2.fastq.gz	H4020CSC2_BP
SRR6704320	PRJNA398089	SAMN08514093	SRX3678436	408170	human gut metagenome	ILLUMINA	Illumina MiniSeq	PAIRED	AMPLICON	METAGENOMIC	15341	7670500	SUB3633016	Illumina MiniSeq sequencing: 16S Biopsy Sample M2028CB2_BP	1697388;2034927	7a6884c24d6c67bc2a1f924721e1b4d1;bcb8311e0b9ad259ff8059f372c2054d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR670/000/SRR6704320/SRR6704320_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR670/000/SRR6704320/SRR6704320_2.fastq.gz	M2028CB2_BP
SRR5946628	PRJNA398089	SAMN07521721	SRX3105161	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	18444992	3465707205	SUB2966903	Illumina HiSeq 2000 sequencing: CSM67UBB stool WGS	906537125;929898273	c453bebb81ab751e51c1ca748aead983;07561f0569904076988c5836338c3c9c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5946628/SRR5946628_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5946628/SRR5946628_2.fastq.gz	M2042C9
SRR5950368	PRJNA398089	SAMN07532443	SRX3108919	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	RNA-Seq	METATRANSCRIPTOMIC	11921149	2164548794	SUB2970642	Illumina HiSeq 2000 sequencing: MSM9VZIM stool MTX	359501466;452263298	28690053bb1cb127636f39a50b576799;0b1db44d0290b1248ee84e361f2d78d9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/008/SRR5950368/SRR5950368_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/008/SRR5950368/SRR5950368_2.fastq.gz	M2083C7_MTX
SRR6704321	PRJNA398089	SAMN08514092	SRX3678435	408170	human gut metagenome	ILLUMINA	Illumina MiniSeq	PAIRED	AMPLICON	METAGENOMIC	17772	8886000	SUB3633016	Illumina MiniSeq sequencing: 16S Biopsy Sample M2028CB1_BP	1939895;2347553	11af0724af49b8c2e1a2256c2e260c44;79f7297c0fc61b99201b8e0547a22c68	ftp.sra.ebi.ac.uk/vol1/fastq/SRR670/001/SRR6704321/SRR6704321_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR670/001/SRR6704321/SRR6704321_2.fastq.gz	M2028CB1_BP
SRR5946635	PRJNA398089	SAMN07521594	SRX3105155	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	8624488	1575518734	SUB2966903	Illumina HiSeq 2000 sequencing: MSMAPC64 stool WGS	406517862;408413617	b764e5c23029c9af158f49bb39cb6441;05170861a7697d9a5dcb937ab53d111c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5946635/SRR5946635_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5946635/SRR5946635_2.fastq.gz	P6035C16
SRR6704323	PRJNA398089	SAMN08514094	SRX3678433	408170	human gut metagenome	ILLUMINA	Illumina MiniSeq	PAIRED	AMPLICON	METAGENOMIC	43259	21629500	SUB3633016	Illumina MiniSeq sequencing: 16S Biopsy Sample M2034CSC1_BP	4589685;5507686	62ea6c62aaeed468c34dd4688faa384c;558213372093ef6c7fc7ffac1a28100e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR670/003/SRR6704323/SRR6704323_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR670/003/SRR6704323/SRR6704323_2.fastq.gz	M2034CSC1_BP
SRR5950373	PRJNA398089	SAMN07532358	SRX3108914	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	RNA-Seq	METATRANSCRIPTOMIC	1271956	229285741	SUB2970642	Illumina HiSeq 2000 sequencing: HSMA33NA stool MTX	49856254;69318153	f00b169703b5ac650211ec4d96de9307;1a6c098ba7ba8d1bb3b3ef1e10ad696a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/003/SRR5950373/SRR5950373_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/003/SRR5950373/SRR5950373_2.fastq.gz	H4038C8_MTX
SRR5946638	PRJNA398089	SAMN07521602	SRX3105151	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	10514584	1941345105	SUB2966903	Illumina HiSeq 2000 sequencing: MSMB4LZX stool WGS	536516403;529519548	6fcb42229f54371c77930aae31c9f71a;9a1bf3aaa8b431bee2ecc5c29a2eda3a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5946638/SRR5946638_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5946638/SRR5946638_2.fastq.gz	M2071C12
SRR6704326	PRJNA398089	SAMN08514091	SRX3678430	408170	human gut metagenome	ILLUMINA	Illumina MiniSeq	PAIRED	AMPLICON	METAGENOMIC	26053	13026500	SUB3633016	Illumina MiniSeq sequencing: 16S Biopsy Sample M2028CSC2_BP	2819719;3378283	5dded8866bea744678a9cb75f41136ac;9457e5934bbff57c97a84ceb8e4c6596	ftp.sra.ebi.ac.uk/vol1/fastq/SRR670/006/SRR6704326/SRR6704326_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR670/006/SRR6704326/SRR6704326_2.fastq.gz	M2028CSC2_BP
SRR5946639	PRJNA398089	SAMN07521593	SRX3105154	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	17089704	3095114279	SUB2966903	Illumina HiSeq 2000 sequencing: PSMB4MBK stool WGS	860455119;842547741	25e82a8a0405e31362dc1cf15d1d20b7;33400d7cfb3675211320793e5f0f4a6c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5946639/SRR5946639_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5946639/SRR5946639_2.fastq.gz	M2085C19
SRR5950376	PRJNA398089	SAMN07532359	SRX3108911	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	RNA-Seq	METATRANSCRIPTOMIC	3903067	711660338	SUB2970642	Illumina HiSeq 2000 sequencing: PSM7J13M stool MTX	123755789;160751739	59c97033a26958c211744e532cd36a68;02893e6e6177244f97a0d874fddec948	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/006/SRR5950376/SRR5950376_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/006/SRR5950376/SRR5950376_2.fastq.gz	P6033C6_MTX
SRR6704327	PRJNA398089	SAMN08514090	SRX3678429	408170	human gut metagenome	ILLUMINA	Illumina MiniSeq	PAIRED	AMPLICON	METAGENOMIC	34899	17449500	SUB3633016	Illumina MiniSeq sequencing: 16S Biopsy Sample M2028CSC1_BP	3736334;4505965	90e2728d47cd2e742c2de75d310fb2ea;d3d519c3a64520d4248d8d849b69ec86	ftp.sra.ebi.ac.uk/vol1/fastq/SRR670/007/SRR6704327/SRR6704327_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR670/007/SRR6704327/SRR6704327_2.fastq.gz	M2028CSC1_BP
SRR5946640	PRJNA398089	SAMN07521601	SRX3105150	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	6476322	1201829173	SUB2966903	Illumina HiSeq 2000 sequencing: MSMB4LZ4 stool WGS	315722809;311502012	77e0395457d5e92b1dd509efb72f8288;d7333afc3eec764b488016e51b4b6fc8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5946640/SRR5946640_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5946640/SRR5946640_2.fastq.gz	H4045C19
SRR5950378	PRJNA398089	SAMN07532361	SRX3108909	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	RNA-Seq	METATRANSCRIPTOMIC	5243763	950393406	SUB2970642	Illumina HiSeq 2000 sequencing: HSM7J4KK stool MTX	201747805;289650966	7204555636a2752bb081f24aa879b24e;14c4e19352575191d47c973036dfcac3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/008/SRR5950378/SRR5950378_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/008/SRR5950378/SRR5950378_2.fastq.gz	H4023C23_MTX
SRR6704328	PRJNA398089	SAMN08514051	SRX3678428	408170	human gut metagenome	ILLUMINA	Illumina MiniSeq	PAIRED	AMPLICON	METAGENOMIC	64151	32075500	SUB3633016	Illumina MiniSeq sequencing: 16S Biopsy Sample H4024CSC1_BP	6695787;8481966	aa8b487d83707dffd0e941bbb26de081;a9c2f4e74fcb1733fdf528c8c616c147	ftp.sra.ebi.ac.uk/vol1/fastq/SRR670/008/SRR6704328/SRR6704328_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR670/008/SRR6704328/SRR6704328_2.fastq.gz	H4024CSC1_BP
SRR5946645	PRJNA398089	SAMN07521918	SRX3105144	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	7912057	1496643589	SUB2966903	Illumina HiSeq 2000 sequencing: PSM7J1B9 stool WGS	495407898;514160386	04c07e58674aaa4de593bd7106d6d86d;783f6691a24fa41cca481923249867b2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5946645/SRR5946645_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5946645/SRR5946645_2.fastq.gz	C3022C11
SRR6704329	PRJNA398089	SAMN08514050	SRX3678427	408170	human gut metagenome	ILLUMINA	Illumina MiniSeq	PAIRED	AMPLICON	METAGENOMIC	38362	19181000	SUB3633016	Illumina MiniSeq sequencing: 16S Biopsy Sample H4023CSC2_BP	4100811;5094885	0c1de6729d5a3faa7575dd87ff51e2d3;64b80836ad0ab83bf1eb3591aa69ac47	ftp.sra.ebi.ac.uk/vol1/fastq/SRR670/009/SRR6704329/SRR6704329_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR670/009/SRR6704329/SRR6704329_2.fastq.gz	H4023CSC2_BP
SRR5950379	PRJNA398089	SAMN07532364	SRX3108908	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	RNA-Seq	METATRANSCRIPTOMIC	13529302	2489364516	SUB2970642	Illumina HiSeq 2000 sequencing: MSM9VZPH stool MTX	409892914;522496989	d3ef1cf969b5b8e1c225fce1cfaa5ee3;19199f8bb3ed905cf69ce5b83c7e073b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/009/SRR5950379/SRR5950379_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/009/SRR5950379/SRR5950379_2.fastq.gz	M2085C2_MTX
SRR5946648	PRJNA398089	SAMN07521916	SRX3105142	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	11828001	2261136099	SUB2966903	Illumina HiSeq 2000 sequencing: HSM7CZ2E stool WGS	734696497;780161387	f01a7ab4456c954a7f1bedaa42ed8643;cd00c2732b461da3500f955873543a68	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5946648/SRR5946648_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5946648/SRR5946648_2.fastq.gz	C3027C10
SRR6704330	PRJNA398089	SAMN08514049	SRX3678426	408170	human gut metagenome	ILLUMINA	Illumina MiniSeq	PAIRED	AMPLICON	METAGENOMIC	54427	27213500	SUB3633016	Illumina MiniSeq sequencing: 16S Biopsy Sample H4023CSC1_BP	5831347;7180824	40a4c2aee8b1165b72e53dbbd5a78960;fd3a2d3f254f2f64e7d22df0a0c47c69	ftp.sra.ebi.ac.uk/vol1/fastq/SRR670/000/SRR6704330/SRR6704330_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR670/000/SRR6704330/SRR6704330_2.fastq.gz	H4023CSC1_BP
SRR5950389	PRJNA398089	SAMN07532468	SRX3108898	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	RNA-Seq	METATRANSCRIPTOMIC	8606640	1551725779	SUB2970642	Illumina HiSeq 2000 sequencing: PSMA266M stool MTX	347922594;482405047	1a73c443778ad234a567f8a39ba63835;b4ea011d94a47e0d0c3190b5a3674034	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/009/SRR5950389/SRR5950389_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/009/SRR5950389/SRR5950389_2.fastq.gz	P6037C4_MTX
SRR6704331	PRJNA398089	SAMN08514048	SRX3678425	408170	human gut metagenome	ILLUMINA	Illumina MiniSeq	PAIRED	AMPLICON	METAGENOMIC	40824	20412000	SUB3633016	Illumina MiniSeq sequencing: 16S Biopsy Sample H4022CSC2_BP	4428601;5451488	0529c19c45a77488d41096f12e84d0fb;a31956cebc049ad08f3772dd038fdaf2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR670/001/SRR6704331/SRR6704331_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR670/001/SRR6704331/SRR6704331_2.fastq.gz	H4022CSC2_BP
SRR5950391	PRJNA398089	SAMN07532475	SRX3108896	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	RNA-Seq	METATRANSCRIPTOMIC	5285401	968561839	SUB2970642	Illumina HiSeq 2000 sequencing: PSMA267J stool MTX	163414933;217555839	ead4e04cd53d51adb0d2bf96b65bac75;99ced81ab2e94bd902f7479354e59e7b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/001/SRR5950391/SRR5950391_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/001/SRR5950391/SRR5950391_2.fastq.gz	P6035C8_MTX
SRR5946650	PRJNA398089	SAMN07521914	SRX3105140	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	11697479	2145085800	SUB2966903	Illumina HiSeq 2000 sequencing: CSM79HOT stool WGS	574177662;577420583	f5cc943b19640d7a6643ae630845489e;cd6680602e727d751b82f68ff8d2eafe	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5946650/SRR5946650_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5946650/SRR5946650_2.fastq.gz	M2034C22
SRR6704336	PRJNA398089	SAMN08513974	SRX3678420	408170	human gut metagenome	ILLUMINA	Illumina MiniSeq	PAIRED	AMPLICON	METAGENOMIC	316	158000	SUB3633016	Illumina MiniSeq sequencing: 16S Biopsy Sample C3003CSC3_BP	36435;44014	0c3309b190ff61c087198fce88baf784;be7b3f2a3aee8f96d417e06a7bb0c611	ftp.sra.ebi.ac.uk/vol1/fastq/SRR670/006/SRR6704336/SRR6704336_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR670/006/SRR6704336/SRR6704336_2.fastq.gz	C3003CSC3_BP
SRR5950392	PRJNA398089	SAMN07532476	SRX3108895	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	RNA-Seq	METATRANSCRIPTOMIC	9838929	1797719994	SUB2970642	Illumina HiSeq 2000 sequencing: MSMA26EJ stool MTX	372320777;455834042	76297d0378a482bf92f3c0ee3ec99c80;cb51db3aacc79be517f8ccf69d18b38d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/002/SRR5950392/SRR5950392_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/002/SRR5950392/SRR5950392_2.fastq.gz	M2069C21_MTX
SRR6704343	PRJNA398089	SAMN08513971	SRX3678413	408170	human gut metagenome	ILLUMINA	Illumina MiniSeq	PAIRED	AMPLICON	METAGENOMIC	5349	2674500	SUB3633016	Illumina MiniSeq sequencing: 16S Biopsy Sample C3002CSC4_BP	554960;670619	75656c28b505bdd1301400e9cd4c9d6a;fe65a6d4bf4cebfe3f095470338c6817	ftp.sra.ebi.ac.uk/vol1/fastq/SRR670/003/SRR6704343/SRR6704343_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR670/003/SRR6704343/SRR6704343_2.fastq.gz	C3002CSC4_BP
SRR5946661	PRJNA398089	SAMN07521781	SRX3105128	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2000	PAIRED	WGS	METAGENOMIC	1780518	343098986	SUB2966903	Illumina HiSeq 2000 sequencing: CSM79HGZ stool WGS	113996403;118181291	9e3f1382873b16bd6142d245b1fd4f43;a39582fa287a592d352784357b1696ad	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5946661/SRR5946661_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5946661/SRR5946661_2.fastq.gz	P6013C3
